time_point(ms),time(UTC+8),pt(ep)
1726046100000,2024-09-11 17:15:00,230551
1726047900000,2024-09-11 17:45:00,233700
1726049700000,2024-09-11 18:15:00,238577
1726051500000,2024-09-11 18:45:00,242942
1726053300000,2024-09-11 19:15:00,249028
1726055100000,2024-09-11 19:45:00,253185
1726056900000,2024-09-11 20:15:00,257836
1726058700000,2024-09-11 20:45:00,261875
1726060500000,2024-09-11 21:15:00,267371
1726062300000,2024-09-11 21:45:00,271880
1726064104000,2024-09-11 22:15:04,277419
1726065904000,2024-09-11 22:45:04,285060
1726067700000,2024-09-11 23:15:00,292177
1726069500000,2024-09-11 23:45:00,298905
1726071300000,2024-09-12 00:15:00,304895
1726073100000,2024-09-12 00:45:00,308399
1726074900000,2024-09-12 01:15:00,312223
1726076700000,2024-09-12 01:45:00,313396
1726078500000,2024-09-12 02:15:00,314787
1726080300000,2024-09-12 02:45:00,315878
1726082100000,2024-09-12 03:15:00,316449
1726083900000,2024-09-12 03:45:00,316924
1726085700000,2024-09-12 04:15:00,318266
1726087500000,2024-09-12 04:45:00,318927
1726089300000,2024-09-12 05:15:00,319189
1726091100000,2024-09-12 05:45:00,319529
1726092900000,2024-09-12 06:15:00,319707
1726094700000,2024-09-12 06:45:00,321155
1726096500000,2024-09-12 07:15:00,322745
1726098300000,2024-09-12 07:45:00,325318
1726100100000,2024-09-12 08:15:00,329386
1726101900000,2024-09-12 08:45:00,331232
1726103700000,2024-09-12 09:15:00,333135
1726105500000,2024-09-12 09:45:00,338118
1726107300000,2024-09-12 10:15:00,341147
1726109100000,2024-09-12 10:45:00,345015
1726110900000,2024-09-12 11:15:00,349500
1726112700000,2024-09-12 11:45:00,353378
1726114500000,2024-09-12 12:15:00,354948
1726116300000,2024-09-12 12:45:00,362085
1726118100000,2024-09-12 13:15:00,366146
1726119900000,2024-09-12 13:45:00,370965
1726121700000,2024-09-12 14:15:00,374248
1726123500000,2024-09-12 14:45:00,378278
1726125300000,2024-09-12 15:15:00,382607
1726127100000,2024-09-12 15:45:00,384830
1726128900000,2024-09-12 16:15:00,388987
1726130700000,2024-09-12 16:45:00,391110
1726132500000,2024-09-12 17:15:00,393853
1726134300000,2024-09-12 17:45:00,398057
1726136100000,2024-09-12 18:15:00,403128
1726137900000,2024-09-12 18:45:00,409229
1726139700000,2024-09-12 19:15:00,413427
1726141500000,2024-09-12 19:45:00,415890
1726143300000,2024-09-12 20:15:00,418659
1726145100000,2024-09-12 20:45:00,422025
1726146900000,2024-09-12 21:15:00,426894
1726148700000,2024-09-12 21:45:00,431020
1726150500000,2024-09-12 22:15:00,438251
1726152300000,2024-09-12 22:45:00,443292
1726154100000,2024-09-12 23:15:00,449060
1726155900000,2024-09-12 23:45:00,454560
1726157700000,2024-09-13 00:15:00,460198
1726159500000,2024-09-13 00:45:00,462761
1726161300000,2024-09-13 01:15:00,466454
1726163100000,2024-09-13 01:45:00,468853
1726164900000,2024-09-13 02:15:00,470563
1726166700000,2024-09-13 02:45:00,473284
1726168500000,2024-09-13 03:15:00,474355
1726170300000,2024-09-13 03:45:00,474920
1726172100000,2024-09-13 04:15:00,475850
1726173900000,2024-09-13 04:45:00,476081
1726175700000,2024-09-13 05:15:00,476180
1726177500000,2024-09-13 05:45:00,476180
1726179300000,2024-09-13 06:15:00,477651
1726181100000,2024-09-13 06:45:00,478332
1726182901000,2024-09-13 07:15:01,480118
1726184700000,2024-09-13 07:45:00,482343
1726186500000,2024-09-13 08:15:00,486918
1726188300000,2024-09-13 08:45:00,488582
1726190100000,2024-09-13 09:15:00,492574
1726191900000,2024-09-13 09:45:00,496025
1726193700000,2024-09-13 10:15:00,497925
1726195501000,2024-09-13 10:45:01,501755
1726197300000,2024-09-13 11:15:00,504765
1726199100000,2024-09-13 11:45:00,507552
1726200903000,2024-09-13 12:15:03,512014
1726202700000,2024-09-13 12:45:00,517925
1726222510000,2024-09-13 18:15:10,557175
1726224300000,2024-09-13 18:45:00,560890
1726226100000,2024-09-13 19:15:00,563103
1726227900000,2024-09-13 19:45:00,571075
1726229700000,2024-09-13 20:15:00,578605
1726231500000,2024-09-13 20:45:00,581556
1726233300000,2024-09-13 21:15:00,584952
1726235100000,2024-09-13 21:45:00,591126
1726236900000,2024-09-13 22:15:00,595190
1726238700000,2024-09-13 22:45:00,603455
1726240500000,2024-09-13 23:15:00,610546
1726242300000,2024-09-13 23:45:00,615180
1726244100000,2024-09-14 00:15:00,618909
1726245901000,2024-09-14 00:45:01,625321
1726247700000,2024-09-14 01:15:00,628095
1726249500000,2024-09-14 01:45:00,632752
1726251300000,2024-09-14 02:15:00,634907
1726253100000,2024-09-14 02:45:00,636495
1726254900000,2024-09-14 03:15:00,637436
1726256700000,2024-09-14 03:45:00,638120
1726258500000,2024-09-14 04:15:00,639485
1726260300000,2024-09-14 04:45:00,639555
1726262100000,2024-09-14 05:15:00,640842
1726263900000,2024-09-14 05:45:00,641530
1726265700000,2024-09-14 06:15:00,641614
1726267500000,2024-09-14 06:45:00,642170
1726269300000,2024-09-14 07:15:00,642805
1726271100000,2024-09-14 07:45:00,646040
1726272900000,2024-09-14 08:15:00,647346
1726274700000,2024-09-14 08:45:00,649610
1726276500000,2024-09-14 09:15:00,653495
1726278300000,2024-09-14 09:45:00,657685
1726280100000,2024-09-14 10:15:00,660861
1726281900000,2024-09-14 10:45:00,662465
1726283700000,2024-09-14 11:15:00,665425
1726285500000,2024-09-14 11:45:00,667853
1726287300000,2024-09-14 12:15:00,672613
1726289100000,2024-09-14 12:45:00,679338
1726290900000,2024-09-14 13:15:00,684163
1726292700000,2024-09-14 13:45:00,690585
1726294500000,2024-09-14 14:15:00,695095
1726296300000,2024-09-14 14:45:00,697480
1726298100000,2024-09-14 15:15:00,700579
1726299900000,2024-09-14 15:45:00,703646
1726301701000,2024-09-14 16:15:01,706068
1726303500000,2024-09-14 16:45:00,708890
1726305300000,2024-09-14 17:15:00,714874
1726307100000,2024-09-14 17:45:00,718279
1726308900000,2024-09-14 18:15:00,721499
1726310700000,2024-09-14 18:45:00,726170
1726312500000,2024-09-14 19:15:00,731822
1726314300000,2024-09-14 19:45:00,734702
1726316100000,2024-09-14 20:15:00,739037
1726317900000,2024-09-14 20:45:00,743720
1726319700000,2024-09-14 21:15:00,746583
1726321500000,2024-09-14 21:45:00,751165
1726323300000,2024-09-14 22:15:00,760703
1726325100000,2024-09-14 22:45:00,765987
1726326900000,2024-09-14 23:15:00,770046
1726328700000,2024-09-14 23:45:00,775424
1726330500000,2024-09-15 00:15:00,782704
1726332300000,2024-09-15 00:45:00,787714
1726334100000,2024-09-15 01:15:00,790505
1726335900000,2024-09-15 01:45:00,793894
1726337700000,2024-09-15 02:15:00,797720
1726339500000,2024-09-15 02:45:00,798475
1726341300000,2024-09-15 03:15:00,799529
1726343100000,2024-09-15 03:45:00,799755
1726344900000,2024-09-15 04:15:00,800593
1726346700000,2024-09-15 04:45:00,800998
1726348500000,2024-09-15 05:15:00,801494
1726350300000,2024-09-15 05:45:00,801770
1726352100000,2024-09-15 06:15:00,801962
1726353900000,2024-09-15 06:45:00,802596
1726355700000,2024-09-15 07:15:00,803492
1726357500000,2024-09-15 07:45:00,805200
1726359300000,2024-09-15 08:15:00,806653
1726361100000,2024-09-15 08:45:00,808180
1726362900000,2024-09-15 09:15:00,812816
1726364700000,2024-09-15 09:45:00,815973
1726366500000,2024-09-15 10:15:00,820212
1726368300000,2024-09-15 10:45:00,824931
1726370100000,2024-09-15 11:15:00,828834
1726371900000,2024-09-15 11:45:00,834090
1726373700000,2024-09-15 12:15:00,838778
1726375501000,2024-09-15 12:45:01,844962
1726377300000,2024-09-15 13:15:00,850215
1726379100000,2024-09-15 13:45:00,854030
1726380900000,2024-09-15 14:15:00,860533
1726382700000,2024-09-15 14:45:00,864708
1726384500000,2024-09-15 15:15:00,868590
1726386300000,2024-09-15 15:45:00,876782
1726388100000,2024-09-15 16:15:00,882452
1726389900000,2024-09-15 16:45:00,887951
1726391700000,2024-09-15 17:15:00,891975
1726393500000,2024-09-15 17:45:00,899221
1726395300000,2024-09-15 18:15:00,901167
1726397100000,2024-09-15 18:45:00,903830
1726398900000,2024-09-15 19:15:00,907571
1726400700000,2024-09-15 19:45:00,913372
1726402500000,2024-09-15 20:15:00,918082
1726404300000,2024-09-15 20:45:00,922120
1726406100000,2024-09-15 21:15:00,928114
1726407900000,2024-09-15 21:45:00,932074
1726409700000,2024-09-15 22:15:00,939832
1726411500000,2024-09-15 22:45:00,945574
1726413300000,2024-09-15 23:15:00,953442
1726415100000,2024-09-15 23:45:00,962969
1726416900000,2024-09-16 00:15:00,970799
1726418700000,2024-09-16 00:45:00,976014
1726420505000,2024-09-16 01:15:05,981039
1726422300000,2024-09-16 01:45:00,983330
1726424100000,2024-09-16 02:15:00,990035
1726425900000,2024-09-16 02:45:00,994607
1726427700000,2024-09-16 03:15:00,997619
1726429500000,2024-09-16 03:45:00,998477
1726431300000,2024-09-16 04:15:00,999801
1726433100000,2024-09-16 04:45:00,1000065
1726434900000,2024-09-16 05:15:00,1000184
1726436700000,2024-09-16 05:45:00,1000235
1726438500000,2024-09-16 06:15:00,1000547
1726440300000,2024-09-16 06:45:00,1000566
1726442100000,2024-09-16 07:15:00,1001776
1726443900000,2024-09-16 07:45:00,1002970
1726445700000,2024-09-16 08:15:00,1004205
1726447500000,2024-09-16 08:45:00,1007180
1726449300000,2024-09-16 09:15:00,1008170
1726451100000,2024-09-16 09:45:00,1014262
1726452900000,2024-09-16 10:15:00,1019766
1726454700000,2024-09-16 10:45:00,1022660
1726456500000,2024-09-16 11:15:00,1025465
1726458301000,2024-09-16 11:45:01,1030102
1726460101000,2024-09-16 12:15:01,1032155
1726461900000,2024-09-16 12:45:00,1035862
1726463700000,2024-09-16 13:15:00,1046193
1726465500000,2024-09-16 13:45:00,1049348
1726467300000,2024-09-16 14:15:00,1053039
1726469100000,2024-09-16 14:45:00,1056310
1726470900000,2024-09-16 15:15:00,1061733
1726472700000,2024-09-16 15:45:00,1066490
1726474500000,2024-09-16 16:15:00,1068266
1726476300000,2024-09-16 16:45:00,1071805
1726478100000,2024-09-16 17:15:00,1077984
1726479900000,2024-09-16 17:45:00,1084317
1726481700000,2024-09-16 18:15:00,1089042
1726483500000,2024-09-16 18:45:00,1093288
1726485300000,2024-09-16 19:15:00,1098601
1726487100000,2024-09-16 19:45:00,1102279
1726488900000,2024-09-16 20:15:00,1108354
1726490700000,2024-09-16 20:45:00,1117755
1726492500000,2024-09-16 21:15:00,1122755
1726494300000,2024-09-16 21:45:00,1131814
1726496100000,2024-09-16 22:15:00,1140920
1726497901000,2024-09-16 22:45:01,1149723
1726499700000,2024-09-16 23:15:00,1162325
1726501501000,2024-09-16 23:45:01,1169274
1726503300000,2024-09-17 00:15:00,1175400
1726505100000,2024-09-17 00:45:00,1182825
1726506900000,2024-09-17 01:15:00,1189611
1726508700000,2024-09-17 01:45:00,1195518
1726510500000,2024-09-17 02:15:00,1198243
1726512300000,2024-09-17 02:45:00,1200249
1726514100000,2024-09-17 03:15:00,1200588
1726515900000,2024-09-17 03:45:00,1201996
1726517700000,2024-09-17 04:15:00,1203734
1726519500000,2024-09-17 04:45:00,1204655
1726521300000,2024-09-17 05:15:00,1206068
1726523100000,2024-09-17 05:45:00,1206280
1726524900000,2024-09-17 06:15:00,1207475
1726526700000,2024-09-17 06:45:00,1207606
1726528500000,2024-09-17 07:15:00,1207843
1726530301000,2024-09-17 07:45:01,1209529
1726532100000,2024-09-17 08:15:00,1210755
1726533900000,2024-09-17 08:45:00,1216760
1726535700000,2024-09-17 09:15:00,1220274
1726537500000,2024-09-17 09:45:00,1225623
1726539300000,2024-09-17 10:15:00,1232169
1726541100000,2024-09-17 10:45:00,1244560
1726542900000,2024-09-17 11:15:00,1255321
1726544700000,2024-09-17 11:45:00,1261473
1726546500000,2024-09-17 12:15:00,1271149
1726548300000,2024-09-17 12:45:00,1279745
1726550100000,2024-09-17 13:15:00,1285605
1726551900000,2024-09-17 13:45:00,1296789
1726553700000,2024-09-17 14:15:00,1304750
1726555500000,2024-09-17 14:45:00,1313593
1726557300000,2024-09-17 15:15:00,1320703
1726559100000,2024-09-17 15:45:00,1331861
1726560900000,2024-09-17 16:15:00,1341466
1726562700000,2024-09-17 16:45:00,1350811
1726564500000,2024-09-17 17:15:00,1364854
1726566300000,2024-09-17 17:45:00,1379490
1726568100000,2024-09-17 18:15:00,1394040
1726569900000,2024-09-17 18:45:00,1404069
1726571700000,2024-09-17 19:15:00,1417238
1726573500000,2024-09-17 19:45:00,1435567
1726575300000,2024-09-17 20:15:00,1457305
1726577100000,2024-09-17 20:45:00,1477593
1726578900000,2024-09-17 21:15:00,1510345
1726580700000,2024-09-17 21:45:00,1542390
1726582500000,2024-09-17 22:15:00,1593858
1726584300000,2024-09-17 22:45:00,1657257
1726585200000,2024-09-17 23:00:00,1699640
